Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Summerstrand,House,8,3,1,420,13149660
Zwide,Warehouse,2,3,12,790,1263839
Zwide,Flat,1,2,0,890,9147088
Humewood,House,3,0,6,200,14513366
Missionvale,Officeblock,8,0,1,750,7974846
Humewood,Warehouse,2,2,1,310,8934977
Humewood,Warehouse,1,4,6,190,2934990
Summerstrand,Warehouse,8,2,12,770,287456
Humewood,Warehouse,7,4,4,770,9901375
Summerstrand,Officeblock,5,3,6,170,10915666
Humewood,House,1,3,6,200,8409405
Walmer,Warehouse,6,1,1,750,6377984
Central,Warehouse,8,3,1,170,218667
Humewood,Warehouse,4,1,6,150,13645704
Central,Officeblock,8,2,12,770,4542049
Central,House,7,1,8,370,13727629
Central,House,2,4,8,190,14585200
Missionvale,Officeblock,5,3,2,150,470149
Missionvale,Officeblock,7,0,1,200,2934990
Humewood,Warehouse,3,3,6,750,3876219
Central,Flat,6,4,6,520,2934990
Humewood,Warehouse,4,2,8,890,14810144
Walmer,Flat,2,4,2,310,5721363
Humewood,House,5,1,2,310,2100590
